# Assembly name:  Bos_taurus_UMD_3.1.1
# Organism name:  Bos taurus (cattle)
# Infraspecific name:  breed=Hereford
# Sex:  pooled male and female
# Taxid:          9913
# BioSample:      SAMN02898106
# BioProject:     PRJNA32899
# Submitter:      Center for Bioinformatics and Computational Biology, University of Maryland
# Date:           2014-11-25
# Assembly type:  haploid
# Release type:   
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    DAAA02
# Assembly method: UMD Overlapper v. 2009; additional processing
# Genome coverage: 9x
# Sequencing technology: Sanger
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000003055.5
# RefSeq assembly accession: GCF_000003055.6
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000001245.5	GCF_000001245.5	Primary Assembly
## 	GCF_000001285.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
ChrU_7329475	unplaced-scaffold	na	na	GJ059820.1	=	NW_003100565.1	Primary Assembly	5425	na
ChrU_7335000	unplaced-scaffold	na	na	GJ059821.1	=	NW_003100566.1	Primary Assembly	25233	na
ChrU_7360333	unplaced-scaffold	na	na	GJ059822.1	=	NW_003100567.1	Primary Assembly	2671	na
ChrU_7363104	unplaced-scaffold	na	na	GJ059823.1	=	NW_003100568.1	Primary Assembly	2708	na
ChrU_7365912	unplaced-scaffold	na	na	GJ059824.1	=	NW_003100569.1	Primary Assembly	1396	na
ChrU_7367408	unplaced-scaffold	na	na	GJ059825.1	=	NW_003100570.1	Primary Assembly	4844	na
ChrU_7372352	unplaced-scaffold	na	na	GJ059826.1	=	NW_003100571.1	Primary Assembly	3903	na
ChrU_7376355	unplaced-scaffold	na	na	GJ059827.1	=	NW_003100572.1	Primary Assembly	2813	na
ChrU_7379268	unplaced-scaffold	na	na	GJ059828.1	=	NW_003100573.1	Primary Assembly	3671	na
ChrU_7383039	unplaced-scaffold	na	na	GJ059829.1	=	NW_003100574.1	Primary Assembly	6163	na
ChrU_7389302	unplaced-scaffold	na	na	GJ059830.1	=	NW_003100575.1	Primary Assembly	3562	na
ChrU_7392964	unplaced-scaffold	na	na	GJ059831.1	=	NW_003100576.1	Primary Assembly	9895	na
ChrU_7402959	unplaced-scaffold	na	na	GJ059832.1	=	NW_003100577.1	Primary Assembly	1874	na
ChrU_7404933	unplaced-scaffold	na	na	GJ059833.1	=	NW_003100578.1	Primary Assembly	6569	na
ChrU_7411602	unplaced-scaffold	na	na	GJ059834.1	=	NW_003100579.1	Primary Assembly	8011	na
ChrU_7419713	unplaced-scaffold	na	na	GJ059835.1	=	NW_003100580.1	Primary Assembly	5276	na
ChrU_7425089	unplaced-scaffold	na	na	GJ059836.1	=	NW_003100581.1	Primary Assembly	3305	na
ChrU_7428494	unplaced-scaffold	na	na	GJ059837.1	=	NW_003100582.1	Primary Assembly	3633	na
ChrU_7432227	unplaced-scaffold	na	na	GJ059838.1	=	NW_003100583.1	Primary Assembly	3482	na
ChrU_7435809	unplaced-scaffold	na	na	GJ059839.1	=	NW_003100584.1	Primary Assembly	5042	na
ChrU_7440951	unplaced-scaffold	na	na	GJ059840.1	=	NW_003100585.1	Primary Assembly	10010	na
ChrU_7451061	unplaced-scaffold	na	na	GJ059841.1	=	NW_003100586.1	Primary Assembly	2126	na
ChrU_7453287	unplaced-scaffold	na	na	GJ059842.1	=	NW_003100587.1	Primary Assembly	5425	na
ChrU_7458812	unplaced-scaffold	na	na	GJ059843.1	=	NW_003100588.1	Primary Assembly	5984	na
ChrU_7464896	unplaced-scaffold	na	na	GJ059844.1	=	NW_003100589.1	Primary Assembly	8253	na
ChrU_7473249	unplaced-scaffold	na	na	GJ059845.1	=	NW_003100590.1	Primary Assembly	7483	na
ChrU_7480832	unplaced-scaffold	na	na	GJ059846.1	=	NW_003100591.1	Primary Assembly	5130	na
ChrU_7486062	unplaced-scaffold	na	na	GJ059847.1	=	NW_003100592.1	Primary Assembly	3804	na
ChrU_7489966	unplaced-scaffold	na	na	GJ059848.1	=	NW_003100593.1	Primary Assembly	7026	na
ChrU_7497092	unplaced-scaffold	na	na	GJ059849.1	=	NW_003100594.1	Primary Assembly	4120	na
ChrU_7501312	unplaced-scaffold	na	na	GJ059850.1	=	NW_003100595.1	Primary Assembly	3634	na
ChrU_7505046	unplaced-scaffold	na	na	GJ059851.1	=	NW_003100596.1	Primary Assembly	3762	na
ChrU_7508908	unplaced-scaffold	na	na	GJ059852.1	=	NW_003100597.1	Primary Assembly	5450	na
ChrU_7514458	unplaced-scaffold	na	na	GJ059853.1	=	NW_003100598.1	Primary Assembly	4692	na
ChrU_7519250	unplaced-scaffold	na	na	GJ059854.1	=	NW_003100599.1	Primary Assembly	5453	na
ChrU_7524803	unplaced-scaffold	na	na	GJ059855.1	=	NW_003100600.1	Primary Assembly	7662	na
ChrU_7532565	unplaced-scaffold	na	na	GJ059856.1	=	NW_003100601.1	Primary Assembly	4019	na
ChrU_7536684	unplaced-scaffold	na	na	GJ059857.1	=	NW_003100602.1	Primary Assembly	8102	na
ChrU_7544886	unplaced-scaffold	na	na	GJ059858.1	=	NW_003100603.1	Primary Assembly	9043	na
ChrU_7554029	unplaced-scaffold	na	na	GJ059859.1	=	NW_003100604.1	Primary Assembly	6162	na
ChrU_7560291	unplaced-scaffold	na	na	GJ059860.1	=	NW_003100605.1	Primary Assembly	2291	na
ChrU_7562682	unplaced-scaffold	na	na	GJ059861.1	=	NW_003100606.1	Primary Assembly	10123	na
ChrU_7572905	unplaced-scaffold	na	na	GJ059862.1	=	NW_003100607.1	Primary Assembly	6880	na
ChrU_7579885	unplaced-scaffold	na	na	GJ059863.1	=	NW_003100608.1	Primary Assembly	4996	na
ChrU_7584981	unplaced-scaffold	na	na	GJ059864.1	=	NW_003100609.1	Primary Assembly	5426	na
ChrU_7590507	unplaced-scaffold	na	na	GJ059865.1	=	NW_003100610.1	Primary Assembly	1989	na
ChrU_7592596	unplaced-scaffold	na	na	GJ059866.1	=	NW_003100611.1	Primary Assembly	3222	na
ChrU_7595918	unplaced-scaffold	na	na	GJ059867.1	=	NW_003100612.1	Primary Assembly	6050	na
ChrU_7602068	unplaced-scaffold	na	na	GJ059868.1	=	NW_003100613.1	Primary Assembly	3549	na
ChrU_7605717	unplaced-scaffold	na	na	GJ059869.1	=	NW_003100614.1	Primary Assembly	5499	na
ChrU_7611316	unplaced-scaffold	na	na	GJ059870.1	=	NW_003100615.1	Primary Assembly	3899	na
ChrU_7615315	unplaced-scaffold	na	na	GJ059871.1	=	NW_003100616.1	Primary Assembly	5313	na
ChrU_7620728	unplaced-scaffold	na	na	GJ059872.1	=	NW_003100617.1	Primary Assembly	7639	na
ChrU_7628467	unplaced-scaffold	na	na	GJ059873.1	=	NW_003100618.1	Primary Assembly	6076	na
ChrU_7634643	unplaced-scaffold	na	na	GJ059874.1	=	NW_003100619.1	Primary Assembly	4631	na
ChrU_7639374	unplaced-scaffold	na	na	GJ059875.1	=	NW_003100620.1	Primary Assembly	8785	na
ChrU_7648259	unplaced-scaffold	na	na	GJ059876.1	=	NW_003100621.1	Primary Assembly	4830	na
ChrU_7653189	unplaced-scaffold	na	na	GJ059877.1	=	NW_003100622.1	Primary Assembly	2330	na
ChrU_7655619	unplaced-scaffold	na	na	GJ059878.1	=	NW_003100623.1	Primary Assembly	5364	na
ChrU_7661083	unplaced-scaffold	na	na	GJ059879.1	=	NW_003100624.1	Primary Assembly	6297	na
ChrU_7667480	unplaced-scaffold	na	na	GJ059880.1	=	NW_003100625.1	Primary Assembly	6588	na
ChrU_7674168	unplaced-scaffold	na	na	GJ059881.1	=	NW_003100626.1	Primary Assembly	5442	na
ChrU_7679710	unplaced-scaffold	na	na	GJ059882.1	=	NW_003100627.1	Primary Assembly	4308	na
ChrU_7684118	unplaced-scaffold	na	na	GJ059883.1	=	NW_003100628.1	Primary Assembly	5036	na
ChrU_7689254	unplaced-scaffold	na	na	GJ059884.1	=	NW_003100629.1	Primary Assembly	5479	na
ChrU_7694833	unplaced-scaffold	na	na	GJ059885.1	=	NW_003100630.1	Primary Assembly	6962	na
ChrU_7701895	unplaced-scaffold	na	na	GJ059886.1	=	NW_003100631.1	Primary Assembly	13884	na
ChrU_7715879	unplaced-scaffold	na	na	GJ059887.1	=	NW_003100632.1	Primary Assembly	13671	na
ChrU_7729650	unplaced-scaffold	na	na	GJ059888.1	=	NW_003100633.1	Primary Assembly	16568	na
ChrU_7746318	unplaced-scaffold	na	na	GJ059889.1	=	NW_003100634.1	Primary Assembly	3274	na
ChrU_7749692	unplaced-scaffold	na	na	GJ059890.1	=	NW_003100635.1	Primary Assembly	2902	na
ChrU_7752694	unplaced-scaffold	na	na	GJ059891.1	=	NW_003100636.1	Primary Assembly	5265	na
ChrU_7758059	unplaced-scaffold	na	na	GJ059892.1	=	NW_003100637.1	Primary Assembly	9395	na
ChrU_7767554	unplaced-scaffold	na	na	GJ059893.1	=	NW_003100638.1	Primary Assembly	11012	na
ChrU_7778666	unplaced-scaffold	na	na	GJ059894.1	=	NW_003100639.1	Primary Assembly	11987	na
ChrU_7790753	unplaced-scaffold	na	na	GJ059895.1	=	NW_003100640.1	Primary Assembly	4822	na
ChrU_7795675	unplaced-scaffold	na	na	GJ059896.1	=	NW_003100641.1	Primary Assembly	6453	na
ChrU_7802228	unplaced-scaffold	na	na	GJ059897.1	=	NW_003100642.1	Primary Assembly	6580	na
ChrU_7808908	unplaced-scaffold	na	na	GJ059898.1	=	NW_003100643.1	Primary Assembly	4919	na
ChrU_7813927	unplaced-scaffold	na	na	GJ059899.1	=	NW_003100644.1	Primary Assembly	2156	na
ChrU_7816183	unplaced-scaffold	na	na	GJ059900.1	=	NW_003100645.1	Primary Assembly	2444	na
ChrU_7818727	unplaced-scaffold	na	na	GJ059901.1	=	NW_003100646.1	Primary Assembly	2584	na
ChrU_7821411	unplaced-scaffold	na	na	GJ059902.1	=	NW_003100647.1	Primary Assembly	3653	na
ChrU_7825164	unplaced-scaffold	na	na	GJ059903.1	=	NW_003100648.1	Primary Assembly	4310	na
ChrU_7829574	unplaced-scaffold	na	na	GJ059904.1	=	NW_003100649.1	Primary Assembly	5160	na
ChrU_7834834	unplaced-scaffold	na	na	GJ059905.1	=	NW_003100650.1	Primary Assembly	8018	na
ChrU_7842952	unplaced-scaffold	na	na	GJ059906.1	=	NW_003100651.1	Primary Assembly	5244	na
ChrU_7848296	unplaced-scaffold	na	na	GJ059907.1	=	NW_003100652.1	Primary Assembly	4446	na
ChrU_7852842	unplaced-scaffold	na	na	GJ059908.1	=	NW_003100653.1	Primary Assembly	4647	na
ChrU_7857589	unplaced-scaffold	na	na	GJ059909.1	=	NW_003100654.1	Primary Assembly	9618	na
ChrU_7867307	unplaced-scaffold	na	na	GJ059910.1	=	NW_003100655.1	Primary Assembly	5232	na
ChrU_7872639	unplaced-scaffold	na	na	GJ059911.1	=	NW_003100656.1	Primary Assembly	8842	na
ChrU_7881581	unplaced-scaffold	na	na	GJ059912.1	=	NW_003100657.1	Primary Assembly	10974	na
ChrU_7892655	unplaced-scaffold	na	na	GJ059913.1	=	NW_003100658.1	Primary Assembly	5139	na
ChrU_7897894	unplaced-scaffold	na	na	GJ059914.1	=	NW_003100659.1	Primary Assembly	7636	na
ChrU_7905630	unplaced-scaffold	na	na	GJ059915.1	=	NW_003100660.1	Primary Assembly	11144	na
ChrU_7916874	unplaced-scaffold	na	na	GJ059916.1	=	NW_003100661.1	Primary Assembly	7959	na
ChrU_7924933	unplaced-scaffold	na	na	GJ059917.1	=	NW_003100662.1	Primary Assembly	6615	na
ChrU_7931648	unplaced-scaffold	na	na	GJ059918.1	=	NW_003100663.1	Primary Assembly	33084	na
ChrU_7964832	unplaced-scaffold	na	na	GJ059919.1	=	NW_003100664.1	Primary Assembly	7730	na
ChrU_7972662	unplaced-scaffold	na	na	GJ059920.1	=	NW_003100665.1	Primary Assembly	7389	na
ChrU_7980151	unplaced-scaffold	na	na	GJ059921.1	=	NW_003100666.1	Primary Assembly	6697	na
ChrU_7986948	unplaced-scaffold	na	na	GJ059922.1	=	NW_003100667.1	Primary Assembly	5856	na
ChrU_7992904	unplaced-scaffold	na	na	GJ059923.1	=	NW_003100668.1	Primary Assembly	7783	na
ChrU_8000787	unplaced-scaffold	na	na	GJ059924.1	=	NW_003100669.1	Primary Assembly	5854	na
ChrU_8006741	unplaced-scaffold	na	na	GJ059925.1	=	NW_003100670.1	Primary Assembly	11196	na
ChrU_8018037	unplaced-scaffold	na	na	GJ059926.1	=	NW_003100671.1	Primary Assembly	3866	na
ChrU_8022003	unplaced-scaffold	na	na	GJ059927.1	=	NW_003100672.1	Primary Assembly	11809	na
ChrU_8033912	unplaced-scaffold	na	na	GJ059928.1	=	NW_003100673.1	Primary Assembly	7082	na
ChrU_8041094	unplaced-scaffold	na	na	GJ059929.1	=	NW_003100674.1	Primary Assembly	6478	na
ChrU_8047672	unplaced-scaffold	na	na	GJ059930.1	=	NW_003100675.1	Primary Assembly	6316	na
ChrU_8054088	unplaced-scaffold	na	na	GJ059931.1	=	NW_003100676.1	Primary Assembly	4674	na
ChrU_8058862	unplaced-scaffold	na	na	GJ059932.1	=	NW_003100677.1	Primary Assembly	4756	na
ChrU_8063718	unplaced-scaffold	na	na	GJ059933.1	=	NW_003100678.1	Primary Assembly	3330	na
ChrU_8067148	unplaced-scaffold	na	na	GJ059934.1	=	NW_003100679.1	Primary Assembly	12330	na
ChrU_8079578	unplaced-scaffold	na	na	GJ059935.1	=	NW_003100680.1	Primary Assembly	50907	na
ChrU_8130585	unplaced-scaffold	na	na	GJ059936.1	=	NW_003100681.1	Primary Assembly	11439	na
ChrU_8142124	unplaced-scaffold	na	na	GJ059937.1	=	NW_003100682.1	Primary Assembly	8122	na
ChrU_8150346	unplaced-scaffold	na	na	GJ059938.1	=	NW_003100683.1	Primary Assembly	6362	na
ChrU_8156808	unplaced-scaffold	na	na	GJ059939.1	=	NW_003100684.1	Primary Assembly	10915	na
ChrU_8167823	unplaced-scaffold	na	na	GJ059940.1	=	NW_003100685.1	Primary Assembly	9542	na
ChrU_8177465	unplaced-scaffold	na	na	GJ059941.1	=	NW_003100686.1	Primary Assembly	9921	na
ChrU_8187486	unplaced-scaffold	na	na	GJ059942.1	=	NW_003100687.1	Primary Assembly	6630	na
ChrU_8194216	unplaced-scaffold	na	na	GJ059943.1	=	NW_003100688.1	Primary Assembly	8030	na
ChrU_8202346	unplaced-scaffold	na	na	GJ059944.1	=	NW_003100689.1	Primary Assembly	14461	na
ChrU_8216907	unplaced-scaffold	na	na	GJ059945.1	=	NW_003100690.1	Primary Assembly	11149	na
ChrU_8228156	unplaced-scaffold	na	na	GJ059946.1	=	NW_003100691.1	Primary Assembly	16236	na
ChrU_8244492	unplaced-scaffold	na	na	GJ059947.1	=	NW_003100692.1	Primary Assembly	23842	na
ChrU_8268434	unplaced-scaffold	na	na	GJ059948.1	=	NW_003100693.1	Primary Assembly	12522	na
ChrU_8281056	unplaced-scaffold	na	na	GJ059949.1	=	NW_003100694.1	Primary Assembly	8712	na
ChrU_8289868	unplaced-scaffold	na	na	GJ059950.1	=	NW_003100695.1	Primary Assembly	17019	na
ChrU_8306987	unplaced-scaffold	na	na	GJ059951.1	=	NW_003100696.1	Primary Assembly	5074	na
ChrU_8312161	unplaced-scaffold	na	na	GJ059952.1	=	NW_003100697.1	Primary Assembly	21275	na
ChrU_8333536	unplaced-scaffold	na	na	GJ059953.1	=	NW_003100698.1	Primary Assembly	7803	na
ChrU_8341439	unplaced-scaffold	na	na	GJ059954.1	=	NW_003100699.1	Primary Assembly	2973	na
ChrU_8344512	unplaced-scaffold	na	na	GJ059955.1	=	NW_003100700.1	Primary Assembly	16115	na
ChrU_8360727	unplaced-scaffold	na	na	GJ059956.1	=	NW_003100701.1	Primary Assembly	6940	na
ChrU_8367767	unplaced-scaffold	na	na	GJ059957.1	=	NW_003100702.1	Primary Assembly	11037	na
ChrU_8378904	unplaced-scaffold	na	na	GJ059958.1	=	NW_003100703.1	Primary Assembly	6826	na
ChrU_8385830	unplaced-scaffold	na	na	GJ059959.1	=	NW_003100704.1	Primary Assembly	29991	na
ChrU_8415921	unplaced-scaffold	na	na	GJ059960.1	=	NW_003100705.1	Primary Assembly	14744	na
ChrU_8430765	unplaced-scaffold	na	na	GJ059961.1	=	NW_003100706.1	Primary Assembly	14503	na
ChrU_8445368	unplaced-scaffold	na	na	GJ059962.1	=	NW_003100707.1	Primary Assembly	8520	na
ChrU_8453988	unplaced-scaffold	na	na	GJ059963.1	=	NW_003100708.1	Primary Assembly	4564	na
ChrU_8458652	unplaced-scaffold	na	na	GJ059964.1	=	NW_003100709.1	Primary Assembly	12396	na
ChrU_8471148	unplaced-scaffold	na	na	GJ059965.1	=	NW_003100710.1	Primary Assembly	2711	na
ChrU_8473959	unplaced-scaffold	na	na	GJ059966.1	=	NW_003100711.1	Primary Assembly	7838	na
ChrU_8481897	unplaced-scaffold	na	na	GJ059967.1	=	NW_003100712.1	Primary Assembly	2523	na
ChrU_8484520	unplaced-scaffold	na	na	GJ059968.1	=	NW_003100713.1	Primary Assembly	3411	na
ChrU_8488031	unplaced-scaffold	na	na	GJ059969.1	=	NW_003100714.1	Primary Assembly	33473	na
ChrU_8521604	unplaced-scaffold	na	na	GJ059970.1	=	NW_003100715.1	Primary Assembly	6660	na
ChrU_8528364	unplaced-scaffold	na	na	GJ059971.1	=	NW_003100716.1	Primary Assembly	6771	na
ChrU_8535235	unplaced-scaffold	na	na	GJ059972.1	=	NW_003100717.1	Primary Assembly	5593	na
ChrU_8540928	unplaced-scaffold	na	na	GJ059973.1	=	NW_003100718.1	Primary Assembly	5759	na
ChrU_8546787	unplaced-scaffold	na	na	GJ059974.1	=	NW_003100719.1	Primary Assembly	4565	na
ChrU_8551452	unplaced-scaffold	na	na	GJ059975.1	=	NW_003100720.1	Primary Assembly	9952	na
ChrU_8561504	unplaced-scaffold	na	na	GJ059976.1	=	NW_003100721.1	Primary Assembly	6586	na
ChrU_8568190	unplaced-scaffold	na	na	GJ059977.1	=	NW_003100722.1	Primary Assembly	8074	na
ChrU_8576364	unplaced-scaffold	na	na	GJ059978.1	=	NW_003100723.1	Primary Assembly	7446	na
ChrU_8583910	unplaced-scaffold	na	na	GJ059979.1	=	NW_003100724.1	Primary Assembly	25672	na
ChrU_8609682	unplaced-scaffold	na	na	GJ059980.1	=	NW_003100725.1	Primary Assembly	37008	na
ChrU_8646790	unplaced-scaffold	na	na	GJ059981.1	=	NW_003100726.1	Primary Assembly	55516	na
ChrU_8702406	unplaced-scaffold	na	na	GJ059982.1	=	NW_003100727.1	Primary Assembly	11038	na
ChrU_8713544	unplaced-scaffold	na	na	GJ059983.1	=	NW_003100728.1	Primary Assembly	5833	na
ChrU_8719477	unplaced-scaffold	na	na	GJ059984.1	=	NW_003100729.1	Primary Assembly	25023	na
ChrU_8744600	unplaced-scaffold	na	na	GJ059985.1	=	NW_003100730.1	Primary Assembly	7842	na
ChrU_8752542	unplaced-scaffold	na	na	GJ059986.1	=	NW_003100731.1	Primary Assembly	2011	na
ChrU_8754653	unplaced-scaffold	na	na	GJ059987.1	=	NW_003100732.1	Primary Assembly	2020	na
ChrU_8756773	unplaced-scaffold	na	na	GJ059988.1	=	NW_003100733.1	Primary Assembly	2039	na
ChrU_8758912	unplaced-scaffold	na	na	GJ059989.1	=	NW_003100734.1	Primary Assembly	2145	na
ChrU_8761157	unplaced-scaffold	na	na	GJ059990.1	=	NW_003100735.1	Primary Assembly	3728	na
ChrU_8764985	unplaced-scaffold	na	na	GJ059991.1	=	NW_003100736.1	Primary Assembly	2193	na
ChrU_8767278	unplaced-scaffold	na	na	GJ059992.1	=	NW_003100737.1	Primary Assembly	2249	na
ChrU_8769627	unplaced-scaffold	na	na	GJ059993.1	=	NW_003100738.1	Primary Assembly	3765	na
ChrU_8773492	unplaced-scaffold	na	na	GJ059994.1	=	NW_003100739.1	Primary Assembly	2101	na
ChrU_8775693	unplaced-scaffold	na	na	GJ059995.1	=	NW_003100740.1	Primary Assembly	4778	na
ChrU_8780571	unplaced-scaffold	na	na	GJ059996.1	=	NW_003100741.1	Primary Assembly	2008	na
ChrU_8782679	unplaced-scaffold	na	na	GJ059997.1	=	NW_003100742.1	Primary Assembly	2505	na
ChrU_8785284	unplaced-scaffold	na	na	GJ059998.1	=	NW_003100743.1	Primary Assembly	2680	na
ChrU_8788064	unplaced-scaffold	na	na	GJ059999.1	=	NW_003100744.1	Primary Assembly	2245	na
ChrU_8790409	unplaced-scaffold	na	na	GJ060000.1	=	NW_003100745.1	Primary Assembly	6510	na
ChrU_8797019	unplaced-scaffold	na	na	GJ060001.1	=	NW_003100746.1	Primary Assembly	2150	na
ChrU_8799269	unplaced-scaffold	na	na	GJ060002.1	=	NW_003100747.1	Primary Assembly	2140	na
ChrU_8801509	unplaced-scaffold	na	na	GJ060003.1	=	NW_003100748.1	Primary Assembly	3286	na
ChrU_8804895	unplaced-scaffold	na	na	GJ060004.1	=	NW_003100749.1	Primary Assembly	2430	na
ChrU_8807425	unplaced-scaffold	na	na	GJ060005.1	=	NW_003100750.1	Primary Assembly	2499	na
ChrU_8810024	unplaced-scaffold	na	na	GJ060006.1	=	NW_003100751.1	Primary Assembly	2194	na
ChrU_8812318	unplaced-scaffold	na	na	GJ060007.1	=	NW_003100752.1	Primary Assembly	2014	na
ChrU_8814432	unplaced-scaffold	na	na	GJ060008.1	=	NW_003100753.1	Primary Assembly	2092	na
ChrU_8816624	unplaced-scaffold	na	na	GJ060009.1	=	NW_003100754.1	Primary Assembly	2650	na
ChrU_8819374	unplaced-scaffold	na	na	GJ060010.1	=	NW_003100755.1	Primary Assembly	2175	na
ChrU_8821649	unplaced-scaffold	na	na	GJ060011.1	=	NW_003100756.1	Primary Assembly	2746	na
ChrU_8824495	unplaced-scaffold	na	na	GJ060012.1	=	NW_003100757.1	Primary Assembly	2395	na
ChrU_8826990	unplaced-scaffold	na	na	GJ060013.1	=	NW_003100758.1	Primary Assembly	2037	na
ChrU_8829127	unplaced-scaffold	na	na	GJ060014.1	=	NW_003100759.1	Primary Assembly	2227	na
ChrU_8831454	unplaced-scaffold	na	na	GJ060015.1	=	NW_003100760.1	Primary Assembly	2591	na
ChrU_8834145	unplaced-scaffold	na	na	GJ060016.1	=	NW_003100761.1	Primary Assembly	2028	na
ChrU_8836273	unplaced-scaffold	na	na	GJ060017.1	=	NW_003100762.1	Primary Assembly	2125	na
ChrU_8838498	unplaced-scaffold	na	na	GJ060018.1	=	NW_003100763.1	Primary Assembly	2184	na
ChrU_8840782	unplaced-scaffold	na	na	GJ060019.1	=	NW_003100764.1	Primary Assembly	2469	na
ChrU_8843351	unplaced-scaffold	na	na	GJ060020.1	=	NW_003100765.1	Primary Assembly	2079	na
ChrU_8845530	unplaced-scaffold	na	na	GJ060021.1	=	NW_003100766.1	Primary Assembly	2796	na
ChrU_8848426	unplaced-scaffold	na	na	GJ060022.1	=	NW_003100767.1	Primary Assembly	2122	na
ChrU_8850648	unplaced-scaffold	na	na	GJ060023.1	=	NW_003100768.1	Primary Assembly	5069	na
ChrU_8855817	unplaced-scaffold	na	na	GJ060024.1	=	NW_003100769.1	Primary Assembly	2024	na
ChrU_8857941	unplaced-scaffold	na	na	GJ060025.1	=	NW_003100770.1	Primary Assembly	2443	na
ChrU_8860484	unplaced-scaffold	na	na	GJ060026.1	=	NW_003100771.1	Primary Assembly	2128	na
ChrU_8862712	unplaced-scaffold	na	na	GJ060027.1	=	NW_003100772.1	Primary Assembly	2925	na
ChrU_8865737	unplaced-scaffold	na	na	GJ060028.1	=	NW_003100773.1	Primary Assembly	3658	na
ChrU_8869495	unplaced-scaffold	na	na	GJ060029.1	=	NW_003100774.1	Primary Assembly	2332	na
ChrU_8871927	unplaced-scaffold	na	na	GJ060030.1	=	NW_003100775.1	Primary Assembly	2239	na
ChrU_8874266	unplaced-scaffold	na	na	GJ060031.1	=	NW_003100776.1	Primary Assembly	2055	na
ChrU_8876421	unplaced-scaffold	na	na	GJ060032.1	=	NW_003100777.1	Primary Assembly	8794	na
ChrU_8885315	unplaced-scaffold	na	na	GJ060033.1	=	NW_003100778.1	Primary Assembly	2460	na
ChrU_8887875	unplaced-scaffold	na	na	GJ060034.1	=	NW_003100779.1	Primary Assembly	2055	na
ChrU_8890030	unplaced-scaffold	na	na	GJ060035.1	=	NW_003100780.1	Primary Assembly	2098	na
ChrU_8892228	unplaced-scaffold	na	na	GJ060036.1	=	NW_003100781.1	Primary Assembly	2348	na
ChrU_8894676	unplaced-scaffold	na	na	GJ060037.1	=	NW_003100782.1	Primary Assembly	6384	na
ChrU_8901160	unplaced-scaffold	na	na	GJ060038.1	=	NW_003100783.1	Primary Assembly	2301	na
ChrU_8903561	unplaced-scaffold	na	na	GJ060039.1	=	NW_003100784.1	Primary Assembly	2770	na
ChrU_8906431	unplaced-scaffold	na	na	GJ060040.1	=	NW_003100785.1	Primary Assembly	2319	na
ChrU_8908850	unplaced-scaffold	na	na	GJ060041.1	=	NW_003100786.1	Primary Assembly	2074	na
ChrU_8911024	unplaced-scaffold	na	na	GJ060042.1	=	NW_003100787.1	Primary Assembly	4138	na
ChrU_8915262	unplaced-scaffold	na	na	GJ060043.1	=	NW_003100788.1	Primary Assembly	2310	na
ChrU_8917672	unplaced-scaffold	na	na	GJ060044.1	=	NW_003100789.1	Primary Assembly	2130	na
ChrU_8919902	unplaced-scaffold	na	na	GJ060045.1	=	NW_003100790.1	Primary Assembly	2292	na
ChrU_8922294	unplaced-scaffold	na	na	GJ060046.1	=	NW_003100791.1	Primary Assembly	4530	na
ChrU_8926924	unplaced-scaffold	na	na	GJ060047.1	=	NW_003100792.1	Primary Assembly	2180	na
ChrU_8929204	unplaced-scaffold	na	na	GJ060048.1	=	NW_003100793.1	Primary Assembly	3048	na
ChrU_8932352	unplaced-scaffold	na	na	GJ060049.1	=	NW_003100794.1	Primary Assembly	3393	na
ChrU_8935845	unplaced-scaffold	na	na	GJ060050.1	=	NW_003100795.1	Primary Assembly	2264	na
ChrU_8938209	unplaced-scaffold	na	na	GJ060051.1	=	NW_003100796.1	Primary Assembly	2123	na
ChrU_8940432	unplaced-scaffold	na	na	GJ060052.1	=	NW_003100797.1	Primary Assembly	2070	na
ChrU_8942602	unplaced-scaffold	na	na	GJ060053.1	=	NW_003100798.1	Primary Assembly	2431	na
ChrU_8945133	unplaced-scaffold	na	na	GJ060054.1	=	NW_003100799.1	Primary Assembly	2111	na
ChrU_8947344	unplaced-scaffold	na	na	GJ060055.1	=	NW_003100800.1	Primary Assembly	2290	na
ChrU_8949734	unplaced-scaffold	na	na	GJ060056.1	=	NW_003100801.1	Primary Assembly	5092	na
ChrU_8954926	unplaced-scaffold	na	na	GJ060057.1	=	NW_003100802.1	Primary Assembly	2931	na
ChrU_8957957	unplaced-scaffold	na	na	GJ060058.1	=	NW_003100803.1	Primary Assembly	5812	na
ChrU_8963869	unplaced-scaffold	na	na	GJ060059.1	=	NW_003100804.1	Primary Assembly	3503	na
ChrU_8967472	unplaced-scaffold	na	na	GJ060060.1	=	NW_003100805.1	Primary Assembly	2472	na
ChrU_8970044	unplaced-scaffold	na	na	GJ060061.1	=	NW_003100806.1	Primary Assembly	2288	na
ChrU_8972432	unplaced-scaffold	na	na	GJ060062.1	=	NW_003100807.1	Primary Assembly	6339	na
